term_id,query,normalized,brand,brand_conf,gender,age_range,colors,sizes,materials,product_tokens
TERM_6d3130af,kurşun asker,kurşun asker,,0.0,,,,,,kurşun asker
TERM_d666742c,tek kişilik,tek kişilik,,0.0,,,,,,tek kişilik
TERM_63cb2adf,mad gumin,mad gumin,mad,0.941,,,,,,gumin
TERM_bf321b06,bca,bca,,0.0,,,,,,bca
TERM_b21512ff,puane alt - üst takım,puane alt - üst takım,puane,1.0,,,,,,alt üst takım
TERM_8081db6a,hol avize,hol avize,,0.0,,,,,,hol avize
TERM_129078a4,mando sucuk,mando sucuk,,0.0,,,,,,mando sucuk
TERM_54896f8d,dell monitör,dell monitör,dell,1.0,,,,,,monitör
TERM_2588f551,zayıflama ürünleri,zayıflama ürünleri,,0.0,,,,,,zayıflama ürünleri
TERM_96402d29,defacto tayt,defacto tayt,defacto,1.0,,,,,,tayt
TERM_f5e0b7ed,tefal tost makinası,tefal tost makinası,tefal,1.0,,,,,,tost makinası
TERM_838649ef,bambu sunumluk,bambu sunumluk,,0.0,,,,,bambu,sunumluk
TERM_a6c8d56e,new era şapka,new era şapka,new,0.719,,,,,,era şapka
TERM_2c9feac7,lee cooper erkek saat,lee cooper erkek saat,lee,1.0,erkek,,,,,cooper saat
TERM_7a8a52bb,kuvings katı meyve sıkacağı,kuvings katı meyve sıkacağı,,0.0,,,,,,kuvings katı meyve sıkacağı
TERM_8fe61802,judo,judo,,0.0,,,,,,judo
TERM_7bd1a459,barbour çizme,barbour çizme,barbour,1.0,,,,,,çizme
TERM_0294df2c,dolap kilidi,dolap kilidi,,0.0,,,,,,dolap kilidi
TERM_76413b5f,mammamia loafer,mammamia loafer,mammamia,1.0,,,,,,loafer
TERM_5490f4d5,zippo çakmak gazı,zippo çakmak gazı,,0.0,,,,,,zippo çakmak gazı
TERM_ff838bae,oral b diş ipi,oral b diş ipi,oral-b,1.0,,,,,,diş ipi
TERM_263ab281,golden home yatak örtüsü,golden home yatak örtüsü,golden,1.0,,,,,,home yatak örtüsü
TERM_f542f256,etnik desenli şal,etnik desenli şal,,0.0,,,,,,etnik desenli şal
TERM_9c48809d,salon kitaplık,salon kitaplık,,0.0,,,,,,salon kitaplık
TERM_641181b0,montlar,montlar,,0.0,,,,,,montlar
TERM_d55eeea1,bakır kablo,bakır kablo,,0.0,,,,,,bakır kablo
TERM_afbb4009,evcil hayvan kamerası,evcil hayvan kamerası,,0.0,,,,,,evcil hayvan kamerası
TERM_1e95b599,mini döküm tencere,mini döküm tencere,,0.0,,,,,,mini döküm tencere
TERM_f79c5e1c,askılı baharatlık,askılı baharatlık,,0.0,,,,,,askılı baharatlık
TERM_66bfa7bc,limoya ayakkabı,limoya ayakkabı,,0.0,,,,,,limoya ayakkabı
TERM_fdd8a082,bofigo çalışma masası,bofigo çalışma masası,bofigo,1.0,,,,,,çalışma masası
TERM_95de3d96,gazsız gaz altı kaynak makinası,gazsız gaz altı kaynak makinası,,0.0,,,,,,gazsız gaz altı kaynak makinası
TERM_4b72329c,kraşlı etek,kraşlı etek,,0.0,,,,,,kraşlı etek
TERM_0035f0bf,ipek saten yastık kılıfı,ipek saten yastık kılıfı,,0.0,,,,,ipek,saten yastık kılıfı
TERM_c24a0425,claudio conti,claudio conti,,0.0,,,,,,claudio conti
TERM_a5c1ac28,inek,inek,,0.0,,,,,,inek
TERM_374e6857,basınç düşürücü,basınç düşürücü,,0.0,,,,,,basınç düşürücü
TERM_8b2171af,panduf,panduf,,0.0,,,,,,panduf
TERM_0580c676,ginger shot,ginger shot,,0.0,,,,,,ginger shot
TERM_7bf89c99,samsung tablet kalem,samsung tablet kalem,samsung,0.948,,,,,,tablet kalem
TERM_f062674c,cırtlı kitap,cırtlı kitap,,0.0,,,,,,cırtlı kitap
TERM_c918d481,bayan güneş gözlüğü,bayan güneş gözlüğü,,0.0,kadın,,,,,güneş gözlüğü
TERM_fe4d18a4,red bull,red bull,,0.0,,,,,,red bull
TERM_830b303e,sümer telkari gümüş yüzük,sümer telkari gümüş yüzük,sümer,1.0,,,gümüş,,gümüş,telkari yüzük
TERM_fff0bcbb,oto iç aksesuar,oto iç aksesuar,,0.0,,,,,,oto aksesuar
TERM_a3eba98e,nastica,nastica,,0.0,,,,,,nastica
TERM_e5b35d91,akülü kamyon,akülü kamyon,,0.0,,,,,,akülü kamyon
TERM_b0d35574,tezgah boyası,tezgah boyası,,0.0,,,,,,tezgah boyası
TERM_c6df961d,kırmızı sweat,kırmızı sweat,,0.0,,,kırmızı,,,sweat
TERM_e9c793e3,aslan kostümü,aslan kostümü,,0.0,,,,,,aslan kostümü
TERM_90ff1030,madame coco banyo seti,madame coco banyo seti,madame,1.0,,,,,,coco banyo seti
TERM_bfe63090,kare kahvaltı takımı,kare kahvaltı takımı,,0.0,,,,,,kare kahvaltı takımı
TERM_83bc5268,ls2 stream,ls2 stream,ls2,1.0,,,,,,stream
TERM_214eb548,koşu,koşu,,0.0,,,,,,koşu
TERM_9519086d,areon araba kokusu,areon araba kokusu,,0.0,,,,,,areon araba kokusu
TERM_e0d686ec,type c to hdmi,type c to hdmi,,0.0,,,,,,type hdmi
TERM_b6b296b3,attack on titan,attack on titan,,0.0,,,,,,attack titan
TERM_2d34a408,puma kadın koşu ayakkabısı,puma kadın koşu ayakkabısı,puma,1.0,kadın,,,,,koşu ayakkabısı
TERM_66e1874e,3lü şamdan,3lü şamdan,,0.0,,,,,,şamdan
TERM_7d8d5b47,barbanti mobile kulak içi bluetooth kulaklık,barbanti mobile kulak içi bluetooth kulaklık,,0.0,,,,,,barbanti mobile kulak içi bluetooth kulaklık
TERM_3f8d1840,teflon tava,teflon tava,,0.0,,,,,,teflon tava
TERM_8e50a6b3,rich t-shirt,rich t-shirt,rich,1.0,,,,,,t-shirt
TERM_33092307,tüylü ceket,tüylü ceket,,0.0,,,,,,tüylü ceket
TERM_be38c5e3,taşınma kolisi,taşınma kolisi,,0.0,,,,,,taşınma kolisi
TERM_f19855a1,40 volüm oksidan,40 volüm oksidan,maxx,0.75,,,,,,volüm
TERM_7fb3b50b,makyaj masası organizer,makyaj masası organizer,,0.0,,,,,,makyaj masası organizer
TERM_1f38d4c0,lila kazak,lila kazak,,0.0,,,,,,lila kazak
TERM_095dbac8,huawei kulaklık kılıfı,huawei kulaklık kılıfı,,0.0,,,,,,huawei kulaklık kılıfı
TERM_4ff7e436,shilajit,shilajit,,0.0,,,,,,shilajit
TERM_12b7d56a,nike bayan,nike bayan,nike,1.0,kadın,,,,,
TERM_b8f25221,olivos sıvı sabun,olivos sıvı sabun,,0.0,,,,,,olivos sıvı sabun
TERM_772c17e3,mantar pano,mantar pano,,0.0,,,,,,mantar pano
TERM_d9adc3e8,ders çalışma kronometresi,ders çalışma kronometresi,,0.0,,,,,,ders çalışma kronometresi
TERM_7cc7c1fd,lancome krem,lancome krem,lancome,1.0,,,krem,,,
TERM_fe31abeb,jimmy key etek,jimmy key etek,jimmy,1.0,,,,,,key etek
TERM_f196394d,paşabahçe iconic bardak,paşabahçe iconic bardak,paşabahçe,1.0,,,,,,iconic bardak
TERM_a3af0c16,gues kadın ayakkabı,gues kadın ayakkabı,guess,1.0,kadın,,,,,ayakkabı
TERM_d16089fd,tablet süsü,tablet süsü,,0.0,,,,,,tablet süsü
TERM_5c33820d,altın kaplama bileklik,altın kaplama bileklik,,0.0,,,altın,,altın,kaplama bileklik
TERM_c6275bad,lavin,lavin,,0.0,,,,,,lavin
TERM_0512259a,sicak tutan termos,sicak tutan termos,,0.0,,,,,,sicak tutan termos
TERM_449d5c63,2 litre termos,2 litre termos,,0.0,,,,,,litre termos
TERM_9c990682,acer nitro v15,acer nitro v15,,0.0,,,,,,acer nitro v15
TERM_0a22e5ca,overlok ipi,overlok ipi,,0.0,,,,,,overlok ipi
TERM_dbfdcdb1,philips lazer epilasyon,philips lazer epilasyon,philips,1.0,,,,,,lazer epilasyon
TERM_50289590,newton yayınları 8. sınıf kitap,newton yayınları 8. sınıf kitap,,0.0,,,,,,newton yayınları sınıf kitap
TERM_f170ebde,gym eşofman,gym eşofman,,0.0,,,,,,gym eşofman
TERM_41987781,sdt ticaret çalışma koltuğu,sdt ticaret çalışma koltuğu,,0.0,,,,,,sdt ticaret çalışma koltuğu
TERM_43c786e6,uçan raf,uçan raf,,0.0,,,,,,uçan raf
TERM_989da224,silvano jewelry gümüş kolye,silvano jewelry gümüş kolye,,0.0,,,gümüş,,gümüş,silvano jewelry kolye
TERM_28b83ee5,işbir yatak yastık,işbir yatak yastık,,0.0,,,,,,işbir yatak yastık
TERM_ad2ab65f,bar sandalye,bar sandalye,,0.0,,,,,,bar sandalye
TERM_8cdcd749,chogongjin,chogongjin,,0.0,,,,,,chogongjin
TERM_2956f15b,bar masası,bar masası,,0.0,,,,,,bar masası
TERM_658b2bfe,kare kasnak,kare kasnak,,0.0,,,,,,kare kasnak
TERM_34276ce7,islak kuru robot süpürge,islak kuru robot süpürge,,0.0,,,,,,islak kuru robot süpürge
TERM_7b7e2a15,ataç altın kolye,ataç altın kolye,,0.0,,,altın,,altın,ataç kolye
TERM_d6755db8,uzun topuklu bot,uzun topuklu bot,,0.0,,,,,,topuklu bot
TERM_f568a961,nivea tıraş köpük ve jeli,nivea tıraş köpük ve jeli,nivea,1.0,,,,,,tıraş köpük jeli
TERM_ff6aaa40,akıllı saat bayan,akıllı saat bayan,,0.0,kadın,,,,,akıllı saat
TERM_5ac57345,eda,eda,eda,1.0,,,,,,
TERM_d9f6804f,hella korna,hella korna,,0.0,,,,,,hella korna
TERM_39b30416,mikro dalga fırın,mikro dalga fırın,,0.0,,,,,,mikro dalga fırın
TERM_f69fabce,tek kişilik yaylı yatak,tek kişilik yaylı yatak,,0.0,,,,,,tek kişilik yaylı yatak
TERM_2c248402,agiss ağda,agiss ağda,,0.0,,,,,,agiss ağda
TERM_d30d75b8,pensan,pensan,,0.0,,,,,,pensan
TERM_79fe98c2,erkek tıraş makinesi,erkek tıraş makinesi,,0.0,erkek,,,,,tıraş makinesi
TERM_03c3e700,motor telefon tutacağı,motor telefon tutacağı,,0.0,,,,,,motor telefon tutacağı
TERM_95a86d32,egemev,egemev,,0.0,,,,,,egemev
TERM_f25886c9,bershka kadın deri ceket,bershka kadın deri ceket,bershka,1.0,kadın,,,,deri,ceket
TERM_f8672e8b,hilti kırıcı delici ve kırıcı,hilti kırıcı delici ve kırıcı,,0.0,,,,,,hilti kırıcı delici kırıcı
TERM_3555951c,bronzer fırçası,bronzer fırçası,,0.0,,,,,,bronzer fırçası
TERM_5de67ead,ayaklı,ayaklı,,0.0,,,,,,ayaklı
TERM_e6ce0875,philips vücut tıraş makinesi,philips vücut tıraş makinesi,philips,1.0,,,,,,vücut tıraş makinesi
TERM_30550dea,ac&co / altınyıldız classics polo yaka t-shirt,ac&co / altınyıldız classics polo yaka t-shirt,ac&co,1.0,,,,,,altınyıldız classics polo yaka t-shirt
TERM_8df3e7a6,jbl bluetooth hoparlör,jbl bluetooth hoparlör,jbl,0.889,,,,,,bluetooth hoparlör
TERM_88e6dd52,lacivert trençkot,lacivert trençkot,,0.0,,,lacivert,,,trençkot
TERM_fecda39d,nem alıcı rutubet giderici cihaz,nem alıcı rutubet giderici cihaz,,0.0,,,,,,nem alıcı rutubet giderici cihaz
TERM_0094b267,kaydırak,kaydırak,,0.0,,,,,,kaydırak
TERM_10eb7580,mini powerbank,mini powerbank,,0.0,,,,,,mini powerbank
TERM_65cac46e,lanolin krem,lanolin krem,,0.0,,,krem,,,lanolin
TERM_36591ca9,tüylü yelek,tüylü yelek,,0.0,,,,,,tüylü yelek
TERM_d5ff7329,battal boy lastikli çarşaf,battal boy lastikli çarşaf,,0.0,,,,,,battal boy lastikli çarşaf
TERM_a96c498d,kotex günlük ped,kotex günlük ped,,0.0,,,,,,kotex günlük ped
TERM_2962cc37,döküm tava,döküm tava,,0.0,,,,,,döküm tava
TERM_07f60cf1,iş güvenliği elbisesi,iş güvenliği elbisesi,,0.0,,,,,,güvenliği elbisesi
TERM_e870d482,lacoste erkek gömlek,lacoste erkek gömlek,lacoste,1.0,erkek,,,,,gömlek
TERM_0b7f849f,bulaşık makinesi deterjanı,bulaşık makinesi deterjanı,,0.0,,,,,,bulaşık makinesi deterjanı
TERM_b1292c39,molfix bebek bezi 6 numara,molfix bebek bezi 6 numara,molfix,1.0,,bebek,,6numara,,bezi
TERM_d8573c14,daniel wellington saat,daniel wellington saat,daniel,1.0,,,,,,wellington saat
TERM_7cab8d68,scandal parfüm,scandal parfüm,,0.0,,,,,,scandal parfüm
TERM_0b0819c1,jane eyre,jane eyre,,0.0,,,,,,jane eyre
TERM_5c63fbc2,kedi ev,kedi ev,,0.0,,,,,,kedi
TERM_7e56aed9,armani gözlük,armani gözlük,,0.0,,,,,,armani gözlük
TERM_2291379e,ikea gardırop,ikea gardırop,ikea,1.0,,,,,,gardırop
TERM_cf52cdce,mini yazıcı,mini yazıcı,,0.0,,,,,,mini yazıcı
TERM_b636b6ec,glamis,glamis,,0.0,,,,,,glamis
TERM_7b1280c3,mum renklendirici,mum renklendirici,,0.0,,,,,,mum renklendirici
TERM_749cc294,cepli pantolon,cepli pantolon,,0.0,,,,,,cepli pantolon
TERM_cb50d6cc,skechers erkek,skechers erkek,skechers,1.0,erkek,,,,,
TERM_915a6051,yüksek taban converse,yüksek taban converse,converse,1.0,,,,,,yüksek taban
TERM_4c4caf57,bic fosforlu kalem,bic fosforlu kalem,bic,1.0,,,,,,fosforlu kalem
TERM_33ac4957,lava döküm,lava döküm,lava,1.0,,,,,,döküm
TERM_1be4bc83,kalorifer rafı,kalorifer rafı,,0.0,,,,,,kalorifer rafı
TERM_79d456c0,güvercin ilaçları,güvercin ilaçları,,0.0,,,,,,güvercin ilaçları
TERM_6b9f6d1c,rotring 0.5 uçlu kalem,rotring 0.5 uçlu kalem,rotring,1.0,,,,,,uçlu kalem
TERM_3eb54f6e,çocuk giyimi,çocuk giyimi,,0.0,,çocuk,,,,giyimi
TERM_22942d06,ahşap burs,ahşap burs,,0.0,,,,,ahşap,burs
TERM_4c34d082,çocuk akıllı saat,çocuk akıllı saat,,0.0,,çocuk,,,,akıllı saat
TERM_e3587293,bağcıklı topuklu bot,bağcıklı topuklu bot,,0.0,,,,,,bağcıklı topuklu bot
TERM_a5e08e7b,spor ayak,spor ayak,,0.0,,,,,,spor ayak
TERM_c3d824e4,dar dolap,dar dolap,,0.0,,,,,,dar dolap
TERM_035b493c,plastik çerçeve,plastik çerçeve,,0.0,,,,,plastik,çerçeve
TERM_6fc47570,çelik halka küpe,çelik halka küpe,,0.0,,,,,,çelik halka küpe
TERM_8a130a14,top kırlent,top kırlent,,0.0,,,,,,top kırlent
TERM_c9587866,bisiklet yaka kazak,bisiklet yaka kazak,,0.0,,,,,,bisiklet yaka kazak
TERM_038e0d08,sunum kasesi,sunum kasesi,,0.0,,,,,,sunum kasesi
TERM_a36307f6,kırmızı bebek elbise,kırmızı bebek elbise,,0.0,,bebek,kırmızı,,,elbise
TERM_27ccee7a,dikkat eksikliği hiperaktivite bozukluğu,dikkat eksikliği hiperaktivite bozukluğu,,0.0,,,,,,dikkat eksikliği hiperaktivite bozukluğu
TERM_7bbbaa28,yeşil blazer,yeşil blazer,,0.0,,,yeşil,,,blazer
TERM_57e74f8b,çocuk tayt,çocuk tayt,,0.0,,çocuk,,,,tayt
TERM_c8d2bb1a,çocuk bisiklet,çocuk bisiklet,,0.0,,çocuk,,,,bisiklet
TERM_e83b111d,tyt tarih soru bankası,tyt tarih soru bankası,,0.0,,,,,,tyt tarih soru bankası
TERM_474413e1,monitör,monitör,,0.0,,,,,,monitör
TERM_1254eafa,v yaka sweatshirt,v yaka sweatshirt,,0.0,,,,,,yaka sweatshirt
TERM_cbd0fcb2,yağlı fritöz,yağlı fritöz,,0.0,,,,,,yağlı fritöz
TERM_75c8fd6f,kız sweatshirt,kız sweatshirt,,0.0,kadın,,,,,sweatshirt
TERM_d0029ee4,salomon kadın spor ayakkabı,salomon kadın spor ayakkabı,salomon,1.0,kadın,,,,,spor ayakkabı
TERM_059077e1,webasto ısıtıcı,webasto ısıtıcı,,0.0,,,,,,webasto ısıtıcı
TERM_5d94cfe6,yves rocher saç kremi,yves rocher saç kremi,yves,1.0,,,,,,rocher saç kremi
TERM_52f6e559,siyah erkek ayakkabısı,siyah erkek ayakkabısı,,0.0,erkek,,siyah,,,ayakkabısı
TERM_d794a011,madalyon kolye,madalyon kolye,,0.0,,,,,,madalyon kolye
TERM_f1901dbe,ocak dolabı set üstü,ocak dolabı set üstü,,0.0,,,,,,ocak dolabı üstü
TERM_7d3d151f,bohem bileklik,bohem bileklik,,0.0,,,,,,bohem bileklik
TERM_842b8fc6,philips meyve & sebze sıkacağı,philips meyve & sebze sıkacağı,philips,1.0,,,,,,meyve sebze sıkacağı
TERM_7280dba7,gömşek,gömşek,,0.0,,,,,,gömşek
TERM_6420363a,hankook lastik,hankook lastik,,0.0,,,,,,hankook lastik
TERM_ff99c3b5,puma şort,puma şort,puma,1.0,,,,,,şort
TERM_7b9a70bf,tv üniteleri,tv üniteleri,,0.0,,,,,,üniteleri
TERM_1c109603,armine postacı çanta,armine postacı çanta,armine,1.0,,,,,,postacı çanta
TERM_6632df37,neva color,neva color,,0.0,,,,,,neva color
TERM_f3cfa187,soğanlık,soğanlık,ego,1.0,,,,,,
TERM_cea1d6fe,le petit marseillais duş jeli ve kremleri,le petit marseillais duş jeli ve kremleri,,0.0,,,,,,petit marseillais duş jeli kremleri
TERM_d6d67fcd,optelli,optelli,,0.0,,,,,,optelli
TERM_1da90db8,çotanak,çotanak,,0.0,,,,,,çotanak
TERM_e7bdbb38,batman oyuncak,batman oyuncak,,0.0,,,,,,batman oyuncak
TERM_7346aacf,xiaomi tablet,xiaomi tablet,xiaomi,1.0,,,,,,tablet
TERM_0e2e4146,twigy panduf,twigy panduf,twigy,1.0,,,,,,panduf
TERM_a0d49c5b,küçük puf,küçük puf,,0.0,,,,,,puf
TERM_a8751323,kutu oyunlar,kutu oyunlar,,0.0,,,,,,kutu oyunlar
TERM_b119a7d0,özdilek kumaş,özdilek kumaş,özdilek,1.0,,,,,,kumaş
TERM_36d5ef15,çocuk salıncak hamak,çocuk salıncak hamak,,0.0,,çocuk,,,,salıncak hamak
TERM_99ef55d4,kalem,kalem,,0.0,,,,,,kalem
TERM_04fcc7d2,multi vitamin,multi vitamin,,0.0,,,,,,multi vitamin
TERM_e5b31628,gelin arabası çiçeği,gelin arabası çiçeği,,0.0,,,,,,gelin arabası çiçeği
TERM_1e7ce28e,laluvia alt - üst takım,laluvia alt - üst takım,,0.0,,,,,,laluvia alt üst takım
TERM_c8091cbb,corby,corby,,0.0,,,,,,corby
TERM_23792b84,lotto kadın spor ayakkabı,lotto kadın spor ayakkabı,lotto,1.0,kadın,,,,,spor ayakkabı
TERM_758e7ca6,balkon takımları,balkon takımları,,0.0,,,,,,balkon takımları
TERM_01cc31f3,bakraç,bakraç,,0.0,,,,,,bakraç
TERM_01873f1e,tek kişilik yatak örtüsü seti,tek kişilik yatak örtüsü seti,,0.0,,,,,,tek kişilik yatak örtüsü seti
TERM_bae85c16,çatal kaşık set,çatal kaşık set,,0.0,,,,,,çatal kaşık
TERM_ce66f188,philips 8000,philips 8000,philips,1.0,,,,,,
TERM_6df7c5ec,lc waikiki erkek spor ayakkabı,lc waikiki erkek spor ayakkabı,lc,1.0,erkek,,,,,spor ayakkabı
TERM_90b99eaa,kahve dünyası kapsül kahve,kahve dünyası kapsül kahve,,0.0,,,,,,kahve dünyası kapsül kahve
TERM_659743df,alize angora,alize angora,alize,1.0,,,,,,angora
TERM_ae9da106,taç tek kişilik yorgan,taç tek kişilik yorgan,,0.0,,,,,,taç tek kişilik yorgan
TERM_f61802b8,japon yatak,japon yatak,,0.0,,,,,,japon yatak
TERM_b1a42446,ham bez çanta,ham bez çanta,,0.0,,,,,,ham bez çanta
TERM_413edd83,tyt ayt geometri,tyt ayt geometri,,0.0,,,,,,tyt ayt geometri
TERM_d1f9e170,huawei band 10 kordon,huawei band 10 kordon,,0.0,,,,,,huawei band kordon
TERM_44ca1bfe,anason,anason,,0.0,,,,,,anason
TERM_5b99aac7,klima,klima,,0.0,,,,,,klima
TERM_73cb30b7,çanta bursu,çanta bursu,,0.0,,,,,,çanta bursu
TERM_643f4189,siyah topuklu sitiletto,siyah topuklu sitiletto,,0.0,,,siyah,,,topuklu sitiletto
TERM_1d574bff,kelebek pasta süsü,kelebek pasta süsü,,0.0,,,,,,kelebek pasta süsü
TERM_ae2aa696,defacto kadın trençkot,defacto kadın trençkot,defacto,1.0,kadın,,,,,trençkot
TERM_51900eb8,önlük,önlük,,0.0,,,,,,önlük
TERM_468492c6,ajda bileklik,ajda bileklik,,0.0,,,,,,ajda bileklik
TERM_2fc221a7,lutvelizade babet,lutvelizade babet,,0.0,,,,,,lutvelizade babet
TERM_679a1a50,pencere,pencere,,0.0,,,,,,pencere
TERM_137045a8,roll on beyazlatıcı,roll on beyazlatıcı,,0.0,,,,,,roll beyazlatıcı
TERM_484a132c,oto kağıt paspas,oto kağıt paspas,,0.0,,,,,,oto kağıt paspas
TERM_1c7d358b,chino pantolon,chino pantolon,,0.0,,,,,,chino pantolon
TERM_0abf6fcc,çim tohumu,çim tohumu,,0.0,,,,,,çim tohumu
TERM_ca06813f,twist hırka,twist hırka,twist,1.0,,,,,,hırka
TERM_bca635fd,led işıklı kelebek buketi,led işıklı kelebek buketi,blackrosehediye,1.0,,,,,,led işıklı kelebek
TERM_44f8d7e3,oppo,oppo,,0.0,,,,,,oppo
TERM_c42a7666,baybay,baybay,,0.0,,,,,,baybay
TERM_615aa7f7,samsung a24,samsung a24,samsung,0.948,,,,,,a24
TERM_3226a74a,janjan abiye şal,janjan abiye şal,,0.0,,,,,,janjan abiye şal
TERM_2d01909c,ps,ps,,0.0,,,,,,
TERM_462d4833,valencia gitar,valencia gitar,,0.0,,,,,,valencia gitar
TERM_8d30e972,protez tırnak freze makinesi,protez tırnak freze makinesi,,0.0,,,,,,protez tırnak freze makinesi
TERM_039ef9e8,cba akademi,cba akademi,,0.0,,,,,,cba akademi
TERM_896d3eb5,whey protein,whey protein,,0.0,,,,,,whey protein
TERM_1d024b2a,örgü kiti,örgü kiti,,0.0,,,,,,örgü kiti
TERM_7229098d,nurgaz,nurgaz,,0.0,,,,,,nurgaz
TERM_72648636,sülfatsız şampuan,sülfatsız şampuan,,0.0,,,,,,sülfatsız şampuan
TERM_a92927e8,salaş bluz,salaş bluz,,0.0,,,,,,salaş bluz
TERM_2c5ee9df,lufian sweatshirt,lufian sweatshirt,lufian,1.0,,,,,,sweatshirt
TERM_db2f92f2,tefal 6x tencere seti,tefal 6x tencere seti,tefal,1.0,,,,,,tencere seti
TERM_0f1c2ef3,spor t-shirt,spor t-shirt,,0.0,,,,,,spor t-shirt
TERM_94d81e15,stihl,stihl,,0.0,,,,,,stihl
TERM_e2fead76,midi fırın,midi fırın,,0.0,,,,,,midi fırın
TERM_dc7d98db,domol oda kokusu,domol oda kokusu,domol,1.0,,,,,,oda kokusu
TERM_5c46bb09,yüz yıkama seti,yüz yıkama seti,,0.0,,,,,,yüz yıkama seti
TERM_a64501d3,bayram çikolatası,bayram çikolatası,,0.0,,,,,,bayram çikolatası
TERM_3c6c37c0,yatak kenar koruyucu,yatak kenar koruyucu,,0.0,,,,,,yatak kenar koruyucu
TERM_73141ecb,2 li koltuk,2 li koltuk,,0.0,,,,,,koltuk
TERM_2e7563ef,lehim makinası,lehim makinası,,0.0,,,,,,lehim makinası
TERM_38b13d76,babil home yolluk,babil home yolluk,,0.0,,,,,,babil home yolluk
TERM_81e84f23,köşe koltuk,köşe koltuk,,0.0,,,,,,köşe koltuk
TERM_bf84927d,game garaj,game garaj,,0.0,,,,,,game garaj
TERM_ec3ed4ad,erkek siyah kazak,erkek siyah kazak,,0.0,erkek,,siyah,,,kazak
TERM_19d6b4a7,şeker ölçüm çubuğu,şeker ölçüm çubuğu,,0.0,,,,,,şeker ölçüm çubuğu
TERM_dbbaac75,gold kalın kolye,gold kalın kolye,,0.0,,,gold,,,kalın kolye
TERM_fa564ddc,tonny black kadın spor ayakkabı,tonny black kadın spor ayakkabı,tonny,1.0,kadın,,,,,black spor ayakkabı
TERM_95b9df92,doqu home yastık,doqu home yastık,doqu,1.0,,,,,,home yastık
TERM_f9bf4be7,güneş gözlüğü,güneş gözlüğü,,0.0,,,,,,güneş gözlüğü
TERM_f3d1a2e6,true bee şampuan,true bee şampuan,,0.0,,,,,,true bee şampuan
TERM_153e90b9,keçe malzemesi,keçe malzemesi,,0.0,,,,,,keçe malzemesi
TERM_d924a87c,paşabahçe kahve yanı,paşabahçe kahve yanı,paşabahçe,1.0,,,,,,kahve yanı
TERM_f372ee24,motosiklet ayna,motosiklet ayna,,0.0,,,,,,motosiklet ayna
TERM_d7bb1556,su bazlı,su bazlı,,0.0,,,,,,bazlı
TERM_62083c16,lavabo altı dolap,lavabo altı dolap,,0.0,,,,,,lavabo altı dolap
TERM_d9f34167,trapez,trapez,,0.0,,,,,,trapez
TERM_edf82db0,h&m kemer,h&m kemer,h&m,1.0,,,,mtekstil_beden,,kemer
TERM_e4fdf8c8,golden rose longstay,golden rose longstay,golden,1.0,,,rose,,,longstay
TERM_faa0d36d,abdurrahman tatlıcı,abdurrahman tatlıcı,,0.0,,,,,,abdurrahman tatlıcı
TERM_d8ffb2e0,puma karmen,puma karmen,puma,1.0,,,,,,karmen
TERM_c89af386,dnz dekor mum ve kandil,dnz dekor mum ve kandil,,0.0,,,,,,dnz dekor mum kandil
TERM_f9bdcb49,oto ses görüntü sistemleri,oto ses görüntü sistemleri,,0.0,,,,,,oto ses görüntü sistemleri
TERM_a0e21c53,ahşap satranç,ahşap satranç,cooper,0.75,,,,,ahşap,
TERM_1c4b32d4,kamera çantası,kamera çantası,,0.0,,,,,,kamera çantası
TERM_6366a539,rayban rb2140,rayban rb2140,ray-ban,1.0,,,,,,rb2140
TERM_0b7bbc53,sandisk extreme pro,sandisk extreme pro,,0.0,,,,,,sandisk extreme pro
TERM_bfeb788b,lescon halı saha ayakkabısı,lescon halı saha ayakkabısı,lescon,1.0,,,,,,halı saha ayakkabısı
TERM_0a38d7f1,bordo deri ceket,bordo deri ceket,,0.0,,,bordo,,deri,ceket
TERM_ae5116c6,erkek deri terlik,erkek deri terlik,,0.0,erkek,,,,deri,terlik
TERM_69e403fd,tombow mono graph 0.5 uçlu kalem,tombow mono graph 0.5 uçlu kalem,,0.0,,,,,,tombow mono graph uçlu kalem
TERM_95fa85ca,lufian kadın kazak,lufian kadın kazak,lufian,1.0,kadın,,,,,kazak
TERM_046f0142,tv ünite,tv ünite,,0.0,,,,,,ünite
TERM_7fed3d7c,xprime oyuncu koltuğu,xprime oyuncu koltuğu,,0.0,,,,,,xprime oyuncu koltuğu
TERM_89e63106,takı aksesuar dolabı,takı aksesuar dolabı,,0.0,,,,,,takı aksesuar dolabı
TERM_1c9d161e,puane ikili takım,puane ikili takım,puane,1.0,,,,,,ikili takım
TERM_00d059af,mutfak dekorasyon,mutfak dekorasyon,,0.0,,,,,,mutfak dekorasyon
TERM_30a8c998,lazer işık,lazer işık,,0.0,,,,,,lazer işık
TERM_de7ac0d9,emsan 12 kişilik yemek takımı,emsan 12 kişilik yemek takımı,emsan,1.0,,,,,,kişilik yemek takımı
TERM_584aa883,igor kadın sandalet,igor kadın sandalet,igor,1.0,kadın,,,,,sandalet
TERM_96a1d801,poco x6 pro cep telefonu,poco x6 pro cep telefonu,poco,1.0,,,,,,pro cep telefonu
TERM_918a29e0,hello kitty ceket,hello kitty ceket,,0.0,,,,,,hello kitty ceket
