query,title,brand,main_category,oof_proba,bert_score,fuzz_set,head_in_title,product_type_cover
sınav hazırlık kitabı,yargı ders arkadaşım 8.sınıf türkçe 32+4 haftalık ödev föyleri,yargı yayınları,kitap,0.95545626,0.0031108856,0.28915662650602414,0.0,0.0
sınav hazırlık kitabı,2026 indeks akademi kpss aydın yüce tarih soru bankası+kpss tarih ders notları aydın yüce+hediye,indeks akademi,kitap,0.95185375,0.006668091,0.22857142857142862,0.0,0.0
sınav hazırlık kitabı,345 - ayt kimya soru bankası - güncel baski yeni nesil tamamı video çözümlü,üç dört beş yayıncılık,kitap,0.991209,0.98779297,0.2340425531914893,0.0,0.0
sınav hazırlık kitabı,kota yayınları son 5 yıl çıkmış geometri soruları,kota yayinlari,kitap,0.9705827,0.0418396,0.2857142857142857,0.0,0.0
sınav hazırlık kitabı,2026 kpss ortaöğretim ön lisans genel kültür tarih 14 deneme + optimum 5 deneme,yediiklim yayınları,kitap,0.9911727,0.9785156,0.19354838709677424,0.0,0.0
sınav hazırlık kitabı,köşebilgi ayt fizik 15 branş denemesi güncel,a kitap,kitap,0.8548509,0.9892578,0.18461538461538468,0.0,0.0
sınav hazırlık kitabı,fenomen 8. sınıf lgs matematik 1.2.3.4.5.6 fasikül 2026,fenomen yayıncılık,kitap,0.85533756,0.00010806322,0.23684210526315794,0.0,0.0
sınav hazırlık kitabı,murat 2026 kpss lisans genel yetenek genel kültür soru bankası tek kitap çözümlü tek kitap murat yay,murat yayınları,kitap,0.9587999,0.90966797,0.2424242424242425,0.0,0.0
sınav hazırlık kitabı,yeni müfredat karekök yayınları güncel ayt felsefe grubu denemeleri (30 çözümlü deneme),karekök yayınları,kitap,0.9874874,0.89697266,0.1851851851851852,0.0,0.0
sınav hazırlık kitabı,bilgisarmal 9.sinif tarih soru bankasi-zihindeneme-bs109,bilgi sarmal yayınları,kitap,0.9775199,0.019165039,0.20779220779220778,0.0,0.0
sınav hazırlık kitabı,2025 3d ayt fizik branş deneme ve ayt fen 7 yıl çıkmış soru,aydın yayınları,kitap,0.9724777,0.038604736,0.18421052631578946,0.0,0.0
sınav hazırlık kitabı,2026 ayt felsefe ders notları - soru bankası,benim hocam yayınları,kitap,0.91885465,0.0074310303,0.3076923076923077,0.0,0.0
sınav hazırlık kitabı,2025 dgs sayısal-sözel yetenek çek kopart yaprak test,yediiklim yayınları,kitap,0.9711153,0.20788574,0.21621621621621628,0.0,0.0
sınav hazırlık kitabı,aydın yayınları 11. sınıf biyoloji soru bankası,aydın yayınları,kitap,0.9877034,0.10522461,0.32352941176470595,0.0,0.0
sınav hazırlık kitabı,yargı 2026 kpss coğrafya video ders notları - engin eraydın yargı yayınları,yargı yayınları,kitap,0.97164226,0.030441284,0.2666666666666667,0.0,0.0
sınav hazırlık kitabı,9. sınıf biyoloji biyotik soru bankası 2026,biyotik yayınları,kitap,0.98584193,0.89160156,0.3125,0.0,0.0
sınav hazırlık kitabı,bilgi sarmal tyt fen bilimleri tyt sosyal bilimler branş denemeleri 2026,bilgi sarmal yayınları,kitap,0.9781927,0.86621094,0.17977528089887643,0.0,0.0
sınav hazırlık kitabı,gizli yayinlari 8.sinif aliştirmali matematik sb+zihindeneme(sevilenkitapci)a3,gizli yayınları,kitap,0.9860141,0.04525757,0.2424242424242425,0.0,0.0
sınav hazırlık kitabı,çap 11. sınıf fen lisesi matematik fasikül konu anlatım seti,çap yayınları,kitap,0.94201535,0.0053863525,0.345679012345679,0.0,0.0
sınav hazırlık kitabı,2026 meb - ags - kpss haritalarla atak coğrafya soru bankası mehmet eğit / eğit akademi,eğit akademi,kitap,0.9904104,0.9916992,0.19801980198019806,0.0,0.0
sınav hazırlık kitabı,2026 yks-tyt türkçenin kara kutusu paragraf 2 karma çıkmış soru bankası k. özetli dijital çözümlü,informal yayınları,kitap,0.9668408,0.02456665,0.18644067796610173,0.0,0.0
sınav hazırlık kitabı,süper fiyat - 2026 meb-ags eğitimin temelleri ve türk milli eğitim sistemi video ders,indeks akademi,kitap,0.99355,0.9736328,0.16981132075471692,0.0,0.0
sınav hazırlık kitabı,2025 kpss genel kültür lisans coğrafya konularına göre tamamı çözümlü son 11 yıl çıkmış sorular,yediiklim yayınları,kitap,0.9686602,0.80810547,0.2241379310344827,0.0,0.0
sınav hazırlık kitabı,aöf tarım teknolojisi 1. sınıf 1. yarıyıl güz dönemi 2025-2026 son baskı,ilkumut yayınları,kitap,0.81070906,8.547306e-05,0.24444444444444444,0.0,0.0
sınav hazırlık kitabı,tyt dgs kpss ales geometri sıfır lise temellendirme konu anlatımlı,karekök yayınları,kitap,0.99343866,0.9682617,0.2758620689655173,0.0,0.0
sınav hazırlık kitabı,tyt ayt kimya yaprak test,başat yayınları,kitap,0.961791,0.005344391,0.34782608695652173,0.0,0.0
sınav hazırlık kitabı,altuğ güneş tyt fizik tarz kampım,kr akademi yayınları,kitap,0.9960253,0.9916992,0.33333333333333326,0.0,0.0
sınav hazırlık kitabı,kpss / ags 2026 genel kültür pratik konu anlatım ve genel yetenek pratik konu anlatım kpssnoktasi,hmc yayinlari,kitap,0.9478066,0.040374756,0.23913043478260876,0.0,0.0
sınav hazırlık kitabı,2024 kpss lisans gy-gk ösym tıpkı basım çıkmış soru deneme kitapçığı (video/pdf çözümlü türkiye g),karakutu yayınları,kitap,0.9403448,0.041137695,0.20168067226890757,0.0,0.0
sınav hazırlık kitabı,orijinal tyt matematik 12 li deneme sınavı fenomen önerili ayraç hediyeli,orjinal,kitap,0.9761481,0.0132751465,0.27659574468085113,0.0,0.3333333333333333
ses bombası,enchant 900 dolby atmos soundbar siyah,harman kardon,elektronik,0.971227,0.9926758,0.2448979591836735,0.0,0.0
ses bombası,md-220kp siyah usb+fm+tf kart+bt destekli kablosuz mikrofonlu toplantı anfisi,mikado,elektronik,0.9696561,0.99316406,0.15909090909090906,0.0,0.0
pırlanta yüzük,5 taş ve tek taş yüzük set,vip-aksesuar,aksesuar,0.88823605,0.98779297,0.5263157894736842,1.0,0.5
kedili,cat dream kedi altın dore ipli parlak kız çocuk elbise,mshb&g,giyim,0.94987285,0.9868164,0.1666666666666667,0.0,0.0
alçı saksı,kabak,elyessa,ev & mobilya,0.898249,0.97265625,0.4,0.0,0.0
isimli emzik askısı,kişiye özel isimli-emzik-2 adet emzik askisi-isimli künye-hediyelik-yeni doğan,lifii,anne & bebek & çocuk,0.92746943,0.97216797,0.41666666666666663,0.0,0.3333333333333333
yabancı roman,ingilizce okuma kitabı the call of the wild - stage 3,mk publications,kitap,0.9608172,0.99316406,0.19354838709677424,0.0,0.0
yabancı roman,wuthering heights / emily bronte / / 9786258098273,paper books,kitap,0.89189845,0.9248047,0.2033898305084746,0.0,0.0
tırnak makası,nail art çizim ve jel fırçası 3'lü tırnak çizim fırçası,anıl gel polish,kozmetik & kişisel bakım,0.9072869,0.9794922,0.631578947368421,0.0,0.5
zemzem,lüks peluş seccade mor 01,zemzemhac,ev & mobilya,0.90126085,0.96240234,0.12903225806451615,0.0,0.0
beyaz krampon,krampon futbol ayakkabısı,runstep,ayakkabı,0.93517053,0.99072266,0.7,1.0,1.0
takviye,swiss bork çörek otu yağı 60 softjel kapsül – bitkisel takviye ile kalp ve enerji desteği,bork swiss natural,süpermarket,0.95608276,0.9628906,1.0,1.0,1.0
takviye,easyvit easyfishoil beta glukan 30 jel form,easy fishoil,süpermarket,0.9547682,0.9873047,0.2,0.0,0.0
takviye,atrofit tip ii kolajen 60 tablet 2 adet,artrofit,süpermarket,0.97011507,0.9916992,0.17391304347826092,0.0,0.0
nişan hediyelik anahtarlık,ü harf anahtarlık epoksi gold zincirli gold varaklı yonca deniz temalı hediyelik kişiye özel,gelinrehberi,aksesuar,0.9614312,0.99072266,0.8695652173913043,1.0,0.6666666666666666
nişan hediyelik anahtarlık,"24 adet kartlı epoksi anahtarlık hediyelik kalpli nişan, kına, söz, nikah, anahtarlık hediyeliği",gelinrehberi,hobi & eğlence,0.9926643,0.9790039,0.8695652173913043,1.0,1.0
duru granül,doğal kaynaklı granül sabun klasik 1 kg,duru,süpermarket,0.9980482,0.9980469,0.7058823529411765,1.0,1.0
balo elbise,"lacivert saten,kolları bağcıklı,belde büzgülü,tesettür mezuniyet,söz nişan elbisesi",makbuleofficial,giyim,0.9066669,0.97314453,0.21276595744680848,0.4,0.5
balo elbise,pudra pileli abiye 4418,yonca moda evi,giyim,0.946706,0.99316406,0.2941176470588235,0.0,0.0
balo elbise,straples deniz yıldızı aksesuarlı elbise,esrahelvaci,giyim,0.9904549,0.9897461,0.7058823529411765,1.0,0.5
balo elbise,siyah şifon kollu tüvit elbise,serica moda,giyim,0.9685049,0.9526367,0.7058823529411765,1.0,0.5
balo elbise,"tek omuz şal yaka pelerin kol detaylı inci işlemeli saten abiye elbise bordo, beyaz, lacivert,siyah",the zks,giyim,0.8997635,0.9682617,0.7058823529411765,1.0,0.5
balo elbise,scuba esnek kumaş taş işlemeli fular detaylı balık kesim abiye elbise 583340 mor,modafeminen,giyim,0.9082019,0.8911133,0.7058823529411765,1.0,0.5
ziya kadın ayakkabı,", kadın hakiki deri topuklu ayakkabı 1431030z324 taba",ziya,ayakkabı,0.8141556,0.64208984,0.8484848484848484,1.0,1.0
ziya kadın ayakkabı,", kadın hakiki deri bot 153359z6212 kahve",ziya,ayakkabı,0.85695237,0.65966797,0.41666666666666663,0.0,0.0
ziya kadın ayakkabı,", kadın hakiki deri topuklu sandalet 1411020z1708 bej",ziya,ayakkabı,0.9173147,0.71972656,0.41666666666666663,0.0,0.0
ziya kadın ayakkabı,", kadın hakiki deri ayakkabı 1531050z26104802k siyah",ziya,ayakkabı,0.9054583,0.80615234,0.8484848484848484,1.0,1.0
ziya kadın ayakkabı,", kadın kovboy bot 1531044z4005 taba",ziya,ayakkabı,0.90651166,0.9057617,0.41666666666666663,0.0,0.0
ziya kadın ayakkabı,", kadın hakiki deri ayakkabı 1531030z2549 bej",ziya,ayakkabı,0.90692127,0.84521484,0.8484848484848484,1.0,1.0
ziya kadın ayakkabı,", kadın hakiki deri topuklu ayakkabı 1431030z25020 taş",ziya,ayakkabı,0.79505134,0.6074219,0.8484848484848484,1.0,1.0
ziya kadın ayakkabı,", kadın hakiki deri bot 1531020z9804 kahve",ziya,ayakkabı,0.86919564,0.65478516,0.41666666666666663,0.0,0.0
ziya kadın ayakkabı,", hakiki deri kadın babet 1511033z2145 gold",ziya,ayakkabı,0.9461421,0.6791992,0.41666666666666663,0.0,0.0
ziya kadın ayakkabı,", kadın hakiki deri topuklu sandalet 151992z8004 buz",ziya,ayakkabı,0.9332684,0.8276367,0.41666666666666663,0.0,0.0
jack & jones erkek sweatshirt,jorinwood bomber jacket 12282951,jack & jones,giyim,0.8924153,0.58740234,0.42622950819672134,0.0,0.0
jack & jones erkek sweatshirt,norrebro erkek bej sweatshirt (12282893-mme),jack & jones,giyim,0.99296594,0.9921875,0.7111111111111111,1.0,1.0
bulaşık,3'lü kabak lifi,mumo,süpermarket,0.9117563,7.843971e-05,0.27272727272727265,0.0,0.0
dremel,"dia keçe çapı 13,0 mm",dremel,elektronik,0.9375993,0.98339844,0.2222222222222223,0.0,0.0
dremel,3200-1/90 eu torna aleti,dremel,bahçe & elektrikli el aletleri,0.9726449,0.99316406,0.13333333333333328,0.0,0.0
vintage halı,kare desenli gri teras halısı balkon halısı bahçe halısı hava koşullarına uygun jut halı,anaska home,ev & mobilya,0.94604737,0.9716797,0.5,1.0,0.5
vintage halı,tierra 12892 polyester bakır modern salon halısı,gümüşsuyu,ev & mobilya,0.92551565,0.8701172,0.3,0.0,0.0
vintage halı,"maldiv yıkanabilir yolluk kaydırmaz,pamuk dokuma,premium kalite salon&mutfak&yemek odası kilimi",rozen home,ev & mobilya,0.9858255,0.9897461,0.16822429906542055,0.0,0.0
banyo organizeri,2 katlı mutfak rafı banyo dolabı çok amaçlı düzenleyici masa üstü tezgah raf organizer 35x15,zabata,ev & mobilya,0.8922091,0.67285156,0.4761904761904762,0.8,1.0
dove,cream bar 90gr original x4 adet,dove,kozmetik & kişisel bakım,0.9460334,0.9448242,0.11428571428571431,0.0,0.0
dove,dökülmeye karşı bakım şampuan 400 ml,dove,kozmetik & kişisel bakım,0.8218383,0.30981445,0.1,0.0,0.0
dove,yoğun bakım şampuan 400 ml + saç kremi 200 ml,dove,kozmetik & kişisel bakım,0.89094216,0.37109375,0.04347826086956516,0.0,0.0
dove,bond intense repair saç bakım seti 5'li,dove,kozmetik & kişisel bakım,0.93400866,0.9453125,0.09302325581395351,0.0,0.0
dove,hair therapy sülfatsız saç bakım şampuanı hydration spa nemlendirici 350 ml,dove,kozmetik & kişisel bakım,0.874817,0.8466797,0.07594936708860757,0.0,0.0
dove,bond intense repair saç bakım maskesi 265 ml,dove,kozmetik & kişisel bakım,0.8934079,0.77490234,0.08333333333333329,0.0,0.0
dove,nemlendirici sıvı sabun caring 1/4 nemlendirici krem etkili 450 ml x3 adet,dove,kozmetik & kişisel bakım,0.9165114,0.74560547,0.061538461538461604,0.0,0.0
dove,şampuan 400 ml,dove,kozmetik & kişisel bakım,0.8945209,0.19189453,0.0,0.0,0.0
dove,ultra care 1 minute serum saç bakım kremi dökülme karşıtı bakım 170 ml x2,dove,kozmetik & kişisel bakım,0.8650884,0.94677734,0.05633802816901408,0.0,0.0
dove,bond intense repair şampuan 400 ml,dove,kozmetik & kişisel bakım,0.90289724,0.7397461,0.10526315789473685,0.0,0.0
dove,çift fazlı saç serumu bond intense repair + peptid kompleksi 80 ml x2,dove,kozmetik & kişisel bakım,0.94163835,0.94189453,0.08219178082191775,0.0,0.0
dove,10'u 1 arada saç bakım maskesi bond intense repair + peptid kompleksi 265 ml,dove,kozmetik & kişisel bakım,0.8882806,0.92285156,0.075,0.0,0.0
dove,yoğun onarıcı şampuan 350 ml 3adet dove yogun onarıcı 350×3,dove,kozmetik & kişisel bakım,0.9584587,0.9916992,1.0,1.0,1.0
dove,nemlendirici duş jeli mango yağı & badem özü 450ml x2,dove,kozmetik & kişisel bakım,0.7947435,0.11779785,0.10526315789473685,0.0,0.0
dove,cream bar pink 90gr x 8 adet,dove,kozmetik & kişisel bakım,0.968068,0.9873047,0.125,0.0,0.0
dove,sabun 90gr gentle exfoliating yumuşak peeling güzellik sabunu,dove,kozmetik & kişisel bakım,0.91872567,0.93115234,0.061538461538461604,0.0,0.0
dove,şampuan yoğun onarıcı bakım büyük boy 600 ml delist,dove,kozmetik & kişisel bakım,0.9004143,0.8754883,0.07272727272727267,0.0,0.0
yapı kredi yayınları,bil bakalım nasıl? (ciltli),yapı kredi yayınları,kitap,0.9114952,0.9614258,0.3404255319148936,0.0,0.0
yapı kredi yayınları,ortaçağda islam ve seyahat : bir alim uğraşının tarihi ve antropolojisi,yapı kredi yayınları,kitap,0.86708933,0.40844727,0.22727272727272735,0.0,0.0
yapı kredi yayınları,harry potter 4 5 6 7 8 harry potter set,yapı kredi yayınları,kitap,0.9294949,0.9399414,0.21739130434782608,0.0,0.0
yapı kredi yayınları,büyük renkler + büyük sorular + büyük sorular hayvanlar kitabım 3'lü set,yapı kredi yayınları,kitap,0.8749756,0.92285156,0.3142857142857143,0.0,0.0
yapı kredi yayınları,beyoğlu rapsodisi,yapı kredi yayınları,kitap,0.90707004,0.1616211,0.21621621621621628,0.0,0.0
yapı kredi yayınları,bil bakalım serisi 6 kitap (hidden pictures puzzles hediyeli),yapı kredi yayınları,kitap,0.92870367,0.96435547,0.24691358024691354,0.0,0.0
yapı kredi yayınları,içimizdeki şeytan - sabahattin ali - göğe bakma durağı - turgut uyar,yapı kredi yayınları,kitap,0.91821694,0.9091797,0.2857142857142857,0.0,0.0
yapı kredi yayınları,uğurböceği sevecen ile salyangoz yavru kanaryalar + 4 kitap & erika bartos,yapı kredi yayınları,kitap,0.84343994,0.54589844,0.27659574468085113,0.0,0.0
yapı kredi yayınları,sevdalı bulut,yapı kredi yayınları,kitap,0.9657458,0.9951172,0.303030303030303,0.0,0.0
yapı kredi yayınları,büyük sorular kitabım ve büyük sorular kitabım – hayvanlar ikili set,yapı kredi yayınları,kitap,0.9802064,0.9946289,0.303030303030303,0.0,0.0
yapı kredi yayınları,neden nasıl? – 4 yaş + telefon standı,yapı kredi yayınları,kitap,0.9363401,0.83984375,0.28070175438596495,0.0,0.0
yapı kredi yayınları,red kit mezartaşı kasabası,yapı kredi yayınları,kitap,0.9745798,0.9824219,0.30434782608695654,0.0,0.0
yapı kredi yayınları,masal masal içinde,yapı kredi yayınları,kitap,0.82262284,0.9482422,0.3125,0.0,0.0
yapı kredi yayınları,orhan veli'nin ankara'daki izleri,yapı kredi yayınları,kitap,0.91245335,0.87890625,0.339622641509434,0.0,0.0
yapı kredi yayınları,büyük defter - kanıt - üçüncü yalan / agota kristof / / 9789750817984,yapı kredi yayınları,kitap,0.91827726,0.8803711,0.24096385542168675,0.0,0.0
yapı kredi yayınları,büyük sorular renkler hayvanlar kitabım 0-3 yaş),yapı kredi yayınları,kitap,0.9391354,0.9404297,0.32352941176470595,0.0,0.0
yapı kredi yayınları,göğe bakma durağı ve sis ve gece + hediyeli,yapı kredi yayınları,kitap,0.93499136,0.9638672,0.23333333333333328,0.0,0.0
yapı kredi yayınları,dokuza kadar on,yapı kredi yayınları,kitap,0.97309613,0.99316406,0.3428571428571429,0.0,0.0
yapı kredi yayınları,ahmet ümit masal masal içinde halk edebiyatı seçkisi,yapı kredi yayınları,kitap,0.87662315,0.54052734,0.303030303030303,0.0,0.0
yapı kredi yayınları,harry potter 5 6 7 harry potter set,yapı kredi yayınları,kitap,0.93952256,0.9682617,0.2380952380952381,0.0,0.0
yapı kredi yayınları,masumiyet müzesi orhan pamuk - göğe bakma durağı turgut uyar,yapı kredi yayınları,kitap,0.9768254,0.9921875,0.275,0.0,0.0
yapı kredi yayınları,uğurböceği sevecen ile salyangoz tomurcuk yıldız evi - balon macerası - futbol maçı +4 kitap,yapı kredi yayınları,kitap,0.873433,0.9423828,0.23636363636363641,0.0,0.0
yapı kredi yayınları,kırmızı kanatlı baykuş (karton kapak),yapı kredi yayınları,kitap,0.8805799,0.63378906,0.3859649122807018,0.0,0.0
yapı kredi yayınları,uğurböceği sevecen ile salyangoz kirpinin doğumgünü + 4 kitap & erika bartos,yapı kredi yayınları,kitap,0.9076167,0.9589844,0.2291666666666667,0.0,0.0
yapı kredi yayınları,kış masalları,yapı kredi yayınları,kitap,0.9017469,0.9321289,0.48484848484848486,0.0,0.0
yapı kredi yayınları,sara şahinkanat set 3 kitap ciltli - babamın battaniyesi üç kedi bir dilek,yapı kredi yayınları,kitap,0.80022115,0.3154297,0.2340425531914893,0.0,0.0
yapı kredi yayınları,büyük dünya araştırması,yapı kredi yayınları,kitap,0.81873125,0.5546875,0.32558139534883723,0.0,0.0
yapı kredi yayınları,adasız deniz / faruk duman / yapı kredi yayınları / 9789750865558,yapı kredi yayınları,kitap,0.91495186,0.8256836,1.0,1.0,1.0
yapı kredi yayınları,gençler için nutuk,yapı kredi yayınları,kitap,0.9024617,0.86816406,0.2105263157894737,0.0,0.0
yapı kredi yayınları,bir aşk masalı - ahmet ümit,yapı kredi yayınları,kitap,0.9260853,0.94970703,0.29787234042553196,0.0,0.0
yapı kredi yayınları,misafir odası + yapışkanlı not kağıdı,yapı kredi yayınları,kitap,0.89696395,0.9589844,0.456140350877193,0.0,0.0
yapı kredi yayınları,bir yeryüzü tanığı / ilhan berk / / 9789750815713,yapı kredi yayınları,kitap,0.87827325,0.76123047,0.27692307692307694,0.0,0.0
iş güvenliği maske,qzer siyah 5 katlı ventilli ffp2 nr n95 maske 10 adet,medizer,süpermarket,0.92672783,0.99121094,0.43478260869565216,1.0,0.3333333333333333
frank müller,| ql33w | klasik seri | tımer versiyon taş fırın seti | kırmızı,frank & müller germany,elektronik,0.97880286,0.9941406,0.26086956521739124,0.0,0.0
su geçirmez bot,101 20117-f tomas gri outdoor bot,hammer jack,ayakkabı,0.939885,0.9692383,0.375,1.0,0.3333333333333333
su geçirmez bot,2015 su geçirmez siyah erkek outdoor ayakkabı,scooter,ayakkabı,0.9176298,0.98291016,0.8461538461538461,0.0,0.6666666666666666
su geçirmez bot,solognac erkek su geçirmez avcı botu - kahverengi - avcılık ve doğa gözlemi-crosshunt 140,decathlon,ayakkabı,0.8551697,0.88623047,0.8461538461538461,0.8,1.0
su geçirmez bot,çocuk unisex camel kalın termo taban sıcak astarlı çift cırtlı bot,tonny black,ayakkabı,0.9513489,0.9819336,0.33333333333333326,1.0,0.3333333333333333
su geçirmez bot,deri bej erkek su geçirmez tactical bot p1492nbj,scooter,ayakkabı,0.97658515,0.9921875,1.0,1.0,1.0
su geçirmez bot,erkek watertight su geçirmez soğuğa dayanıklı outdoor ayakkabı bot,scooter,ayakkabı,0.9801675,0.9921875,1.0,1.0,1.0
su geçirmez bot,tmk cırtlı füme pembe kız çocuk bot ayakkabı,celira,ayakkabı,0.79866475,0.8354492,0.33898305084745756,1.0,0.3333333333333333
manyetik mıknatıslı oyuncak,manyetik miknatisli yariş araba-uçak garajli yapi blok oyuncaklari 72 parça büyük boy,shop,anne & bebek & çocuk,0.9767708,0.9848633,0.45714285714285713,0.4,0.6666666666666666
oturma odası avizesi,2078-30 kr led krom avize,eray aydınlatma,ev & mobilya,0.9608348,0.99365234,0.4,0.4,0.3333333333333333
erkek çocuk çizme,mini can erkek çocuk botu deri ve ortapedik,minican,ayakkabı,0.9727893,0.9892578,0.7857142857142857,0.0,0.0
grimelange erkek,arnaldo erkek regular beyaz t-shirt,grimelange,giyim,0.9484747,0.87353516,0.4761904761904762,1.0,0.5
grimelange erkek,adens erkek regular yumuşacık premium kumaş 3 iplik içi şardonlu lastikli paça lacivert eşofman altı,grimelange,giyim,0.87124044,0.42626953,0.4761904761904762,1.0,0.5
grimelange erkek,gauci erkek beli lastikli yan ve arka cepli relaxed ekru şort,grimelange,giyim,0.911041,0.8125,0.4761904761904762,1.0,0.5
grimelange erkek,vintage erkek kısa kollu yuvarlak yaka dokulu gofre kumaş regular fit pembe t-shirt,grimelange,giyim,0.8831548,0.85595703,0.4761904761904762,1.0,0.5
grimelange erkek,internal erkek yumuşacık içi şardonlu rahat lastikli paçalı comfort şardonlu haki eşofman altı,grimelange,giyim,0.81213987,0.3869629,0.4761904761904762,1.0,0.5
grimelange erkek,catwalk erkek %100 pamuk regular fit gri t-shirt,grimelange,giyim,0.9030716,0.8334961,0.4761904761904762,1.0,0.5
grimelange erkek,abismo erkek kapüşonlu kanguru cepli kolları ve sırtı baskılı relaxed fit beyaz sweatshirt,grimelange,giyim,0.98181725,0.9658203,0.4761904761904762,1.0,0.5
grimelange erkek,ramadanp004 erkek bej şort,grimelange,giyim,0.8923043,0.7451172,0.4761904761904762,1.0,0.5
grimelange erkek,youri erkek beli lastikli arka tek cepli relaxed fit gri şort,grimelange,giyim,0.9453968,0.8857422,0.4761904761904762,1.0,0.5
grimelange erkek,nael erkek bej t-shirt,grimelange,giyim,0.9146772,0.78222656,0.4761904761904762,1.0,0.5
grimelange erkek,gilmar erkek şardonlu 3 iplik kapüşonlu kanguru cepli ekru sweatshirt,grimelange,giyim,0.99134773,0.9926758,0.4761904761904762,1.0,0.5
grimelange erkek,jander erkek regular yumuşacık vanilya eşofman altı,grimelange,giyim,0.8270058,0.62646484,0.4761904761904762,1.0,0.5
grimelange erkek,balfour erkek gri t-shirt,grimelange,giyim,0.93765944,0.96435547,0.4761904761904762,1.0,0.5
grimelange erkek,lionel erkek kargo cepli beli lastikli comfort fit siyah şort,grimelange,giyim,0.9048196,0.76171875,0.4761904761904762,1.0,0.5
grimelange erkek,travis erkek organik kumaşlı yumuşacık regular fit yuvarlak yakalı koyu yeşil sweatshirt,grimelange,giyim,0.9842267,0.98291016,0.4761904761904762,1.0,0.5
grimelange erkek,divof erkek lastikli paça regular cepli haki eşofman altı,grimelange,giyim,0.79421926,0.2602539,0.4761904761904762,1.0,0.5
grimelange erkek,dotti erkek beli lastikli kordonlu yanları cepli relaxed fit siyah eşofman altı,grimelange,giyim,0.8244697,0.13537598,0.4761904761904762,1.0,0.5
grimelange erkek,patrick erkekm triko yakalı waffle özel dokulu kalın kumaşlı uzun kol bej t-shirt,grimelange,giyim,0.9593148,0.9404297,0.22680412371134026,0.4,0.0
grimelange erkek,ramadanp008 erkek %100 pamuk baskılı ekru t-shirt,grimelange,giyim,0.83141893,0.56152344,0.4761904761904762,1.0,0.5
grimelange erkek,edison erkek yarım fermuarlı kolu baskılı dik yaka koyu gri sweatshirt,grimelange,giyim,0.98588765,0.98535156,0.4761904761904762,1.0,0.5
grimelange erkek,natas erkek regular fit 3 iplik şardonlu yuvarlak yakalı etiket detaylı siyah sweatshirt,grimelange,giyim,0.9878727,0.98876953,0.4761904761904762,1.0,0.5
grimelange erkek,youri erkek beli lastikli arka tek cepli relaxed fit lila şort,grimelange,giyim,0.9159204,0.7714844,0.4761904761904762,1.0,0.5
grimelange erkek,bernon erkek yumuşacık lastikli dar paça üç cepli organik pamuklu mavi eşofman altı,grimelange,giyim,0.8397004,0.31982422,0.4761904761904762,1.0,0.5
grimelange erkek,zest erkek %100 pamuk oversize fit baskılı kısa kollu yuvarlak yakalı beyaz t-shirt,grimelange,giyim,0.9331796,0.8588867,0.4761904761904762,1.0,0.5
grimelange erkek,gauci erkek beli lastikli yan ve arka cepli relaxed siyah şort,grimelange,giyim,0.9198748,0.83984375,0.4761904761904762,1.0,0.5
