query,title,brand,main_category,oof_proba,bert_score,fuzz_set,head_in_title,product_type_cover
clear,"men şampuan, kepeğe karşı etkili, cool sport ferahlatıcı menthol etkisi 3 adet (3x600 ml)",clear,kozmetik & kişisel bakım,0.5840954,0.06347656,0.10638297872340431,0.0,0.0
clear,men şampuan 3in1 şampuan & duş jeli ferahlatıcı mentol,clear,kozmetik & kişisel bakım,0.76566327,0.077819824,0.1568627450980392,0.0,0.0
loreal nemlendirici,l'oréal paris revitalift lazer yoğun yaşlanma karşıtı gündüz bakım kremi gece bakım,l'oreal paris,kozmetik & kişisel bakım,0.24193951,0.0076942444,0.25,0.0,0.0
polisiye roman,oyuncak müzesi set 1.2. kitap ciltli hediyeli kutulu oyuncak mezarlığı emre gül seri,guardian kitap,kitap,0.24753818,7.724762e-05,0.2,0.0,0.0
yeşil yapay çiçek,dikenli çam ara dal bitki demeti yeşil,yapay çiçek deposu,hobi & eğlence,0.06438165,0.010696411,0.45454545454545453,0.0,0.3333333333333333
going zeero,paçuli & bergamot el yapımı sabun 110 gr,going zeero,kozmetik & kişisel bakım,0.7604163,0.28833008,0.19607843137254904,0.0,0.0
going zeero,oksijen bazlı toz leke çıkarıcı 600 gr oxi doğal çamaşır suyu,going zeero,süpermarket,0.6755121,0.25048828,0.19444444444444442,0.0,0.0
ingilizce kitap,the midnight library: the no.1 sunday times bestseller and worldwide phenomenon,alter yayıncılık,kitap,0.74741286,0.012191772,0.15555555555555556,0.0,0.0
nstil babet,günlük kadın bej loafer klasik desenli taban zincirli oval burunlu makosen sade şık ayakkabı 130,nstil,ayakkabı,0.7880808,0.014335632,0.16822429906542055,0.0,0.0
saklama kapları,"6'lı set buzdolabı & kapak içi düzenleyici, organizer (şeffaf)",gmkhome,ev & mobilya,0.73418343,0.05987549,0.20779220779220778,0.0,0.0
takı toka organizeri,2 adet şeffaf dior 3 çekmeceli makyaj organizeri takı düzenleyici organizer,bayev,ev & mobilya,0.7208955,0.008155823,0.8571428571428571,1.0,0.6666666666666666
çocuk krop,rock life kız çocuk crop t-shirt tayt takım,mshb&g,giyim,0.28014264,0.02041626,0.6666666666666665,0.0,0.0
çocuk krop,kız çocuk new york baskılı  etek crop t-shirt takım,keywest,giyim,0.114065655,0.0050621033,0.6666666666666665,0.0,0.0
gözaltı,"hyalüronik asit içerikli, yaşlanma karşıtı göz bakım maskesi speedy solution firming gel eye patch",missha,kozmetik & kişisel bakım,0.723124,0.08477783,0.13333333333333328,0.0,0.0
gözaltı,bare with me kapatıcı serum 02 light concealer,nyx professional makeup,kozmetik & kişisel bakım,0.45729312,0.044921875,0.15094339622641514,0.0,0.0
masa süsü,tabaklı beton mumluk taşlar tealight mumlar dahil değil,ladelya home,ev & mobilya,0.73177236,0.93603516,0.125,0.0,0.0
masa süsü,decor,decoor mall,ev & mobilya,0.034401603,0.043762207,0.0,0.0,0.0
masa süsü,"1 adet sevimli mini beyaz yatan kedi figürü, araba süsü, dekor, masa dekoru, torpido aksesuarı",decovera,otomobil & motosiklet,0.60564405,0.03062439,0.6153846153846154,0.0,0.5
masa süsü,tabaklı beton mumluk ve tealight mumluk hediyelik dekorasyon seti.(tealight mum.dahil değildir),aymumi home,ev & mobilya,0.7249106,0.96533203,0.1030927835051547,0.0,0.0
makyaj bandı,cinnamoroll peluş saç bandı – yumuşak havlu kumaş,facnspt,aksesuar,0.4209569,0.01374054,0.5882352941176471,1.0,0.5
yazlık tişört,çizgili siyah beyaz atlet thsirt  blackbonds,blackbonds,giyim,0.7809786,0.9458008,0.2857142857142857,0.0,0.0
yazlık tişört,kadin v yaka oversize kolsuz t-shirt,deocept,giyim,0.78953445,0.95751953,0.3265306122448979,0.0,0.0
yazlık tişört,limon baskılı kadın oversize salaş t-shirt,mercoledi,giyim,0.7420944,0.9638672,0.18181818181818188,0.0,0.0
gümüş yüzük,kare baget ( 2 sıra taşlı ),925 ayar,aksesuar,0.7559887,0.002632141,0.1578947368421052,0.0,0.0
gümüş yüzük,akuamarin basic rose gold yüzük,venüs doğal taş,aksesuar,0.7222084,0.96533203,0.625,1.0,1.0
gümüş yüzük,işıltılı dilek kalp yüzük,pandora,aksesuar,0.035402622,0.0024814606,0.625,1.0,1.0
gümüş yüzük,dik baget tamtur yüzük,pietra,aksesuar,0.7861715,0.8413086,0.625,1.0,1.0
midi abiye,5088 kadın lacivert asimetrik pelerinli mısır krep astarlı taşlı elbise,1fazlası,giyim,0.7639288,0.000259161,0.19753086419753088,0.0,0.0
antep fıstığı tozu,antep fistiği toz boz iç 650 gram yeni mahsül,emin bey antep yöresel,süpermarket,0.51512074,0.0029468536,0.4444444444444444,0.8,0.6666666666666666
alize puffy,puffylook el örmesi battaniye (90/90),alize,ev & mobilya,0.59095335,0.0491333,0.375,0.4,1.0
alize puffy,el örgü ipliği 5'li paket - 19 açık mint - 100 gr. 9 mt. parmak örgü ipi,alize,hobi & eğlence,0.00045990973,7.724762e-05,0.1578947368421052,0.0,0.0
alize puffy,puffy 268 taş ( 5 adet ) - el örgü iplikleri panduf battaniye ipi atkı hırka paspas ipliği,alize,hobi & eğlence,0.7616355,0.23706055,0.625,1.0,1.0
alize puffy,puffy bebek battaniyesi,alize,ev & mobilya,0.7268817,0.28320312,0.625,1.0,1.0
kareli eşofman altı,kırmızı siyah harajuku kare desenli unisex pijama eşofman,re7edi,giyim,0.63595676,0.0031604767,0.5384615384615384,0.0,0.3333333333333333
kareli eşofman altı,erkek pamuklu cepli ekose baskılı beli lastikli pijama altı eşofman,arvin,giyim,0.7837007,0.87841797,0.7741935483870968,1.0,0.6666666666666666
kareli eşofman altı,ekose ince tek alt rahat pamuk penye pijama - yeşil eşofman altı,kly,giyim,0.7191373,0.8876953,0.7741935483870968,1.0,0.6666666666666666
dudak bakımı,blueberry honey nemlendirici lıp balm 10 ml,frudia,kozmetik & kişisel bakım,0.40840375,7.843971e-05,0.21818181818181814,0.0,0.0
güvenlik cihazı,okam 6060 4g 6mp dual lens - solar panel - sim kart destekli - ptz kamera,o-kam,banyo yapı & hırdavat,0.62947917,0.00016224384,0.1666666666666667,0.0,0.0
true bee,better root rose mix shampoo 400 ml + amla soothing mix tonic 250 ml saç bakım seti,true bee,kozmetik & kişisel bakım,0.78595614,0.82421875,0.1666666666666667,0.0,0.0
şal ve fular,emprime kristal eşarp,mısırlı eşarp,giyim,0.3565565,0.034301758,0.36363636363636365,0.0,0.0
şal ve fular,afrodit bandana lila,kuqos,aksesuar,0.055203747,7.969141e-05,0.3125,0.0,0.0
şal ve fular,kırmızı tavuskuşu desen ipek mendil,bursa ipek,aksesuar,0.29983377,8.749962e-05,0.21276595744680848,0.0,0.0
şal ve fular,polar kışlık bordo atkı şal,nergiz,giyim,0.73183835,0.92285156,0.4,0.0,0.5
şal ve fular,monogram pamuklu soft eşarp,monoor,giyim,0.15033512,0.0010604858,0.3076923076923077,0.0,0.0
şal ve fular,kravat eşarp kot desen,elevaglam,aksesuar,0.48657706,0.0014781952,0.2941176470588235,0.0,0.0
şal ve fular,athletic hijab aci kahve,fresh,giyim,0.11267573,0.0041999817,0.27777777777777773,0.0,0.0
bebek losyonu,soothing moisturizing lotion 200ml,mustela,süpermarket,0.7268953,0.9785156,0.2553191489361703,0.0,0.0
popo maskesi,buttoks strawberry cheeks vücut maskesi | çilek ve tavuk derisi görünümüne elveda | 2 parça,skin sensual,kozmetik & kişisel bakım,0.75680494,0.8574219,0.736842105263158,1.0,0.5
benzinli çakmak,slim - collection gold serisi,caka,hobi & eğlence,0.7726791,0.020690918,0.3181818181818181,0.0,0.0
benzinli çakmak,flame in corner design 1.2 grup 239,zippo,hobi & eğlence,0.685835,0.00242424,0.24,0.0,0.0
benzinli çakmak,caka gold slim,caka,hobi & eğlence,0.741888,0.08929443,0.20689655172413793,0.0,0.0
çok amaçlı saklama kutusu,bej kapaklı dolap içi çamaşır oyuncak düzenleyici katlanır kapaklı saklama kutusu 30x30x30,ph prendi home,ev & mobilya,0.755674,0.8486328,0.717948717948718,1.0,0.6666666666666666
çok amaçlı saklama kutusu,3 adet 21 lt colors krem dolap içi düzenleyici organizer oyuncak kutusu kapaklı saklama kutusu,bayev,ev & mobilya,0.21376257,0.0012207031,0.717948717948718,1.0,0.6666666666666666
homend kahve makinesi,smart royaltea 1781h 2ın1 çelik otomatik türk kahve ve çay makinesi,homend,ev & mobilya,0.24049617,0.0077552795,0.8,1.0,1.0
kiz cocuk giyim,kız çocuk disney mickey mouse &friends oversize geniş kalıp kapüşonlu sırt baskılı sweatshirt d4378a,defacto,giyim,0.5248473,0.07836914,0.17391304347826092,0.0,0.0
kiz cocuk giyim,new york baskılı 3 lü renki kışlık takım,vestir bien,giyim,0.76316214,0.9736328,0.21818181818181814,0.0,0.0
kiz cocuk giyim,kız çocuk yıldız baskılı crop sweat eşofman altı takım,machetta,giyim,0.75540775,0.9560547,0.20289855072463767,0.0,0.0
kiz cocuk giyim,v yaka triko ekru kız çocuk hırka f7312a8/er233,defacto,giyim,0.6874438,0.9135742,0.2258064516129032,0.0,0.0
kiz cocuk giyim,kız çocuk yeni yıl temalı triko hırka bere pantolon 3'lü takım,hilal akıncı kids,giyim,0.76932114,0.9628906,0.20779220779220778,0.0,0.0
kiz cocuk giyim,pamuklu cep detaylı paraşüt kesim denim pantolon,koton,giyim,0.4655528,0.022766113,0.2539682539682539,0.0,0.0
kiz cocuk giyim,logo baskılı kapüşonlu beyaz sweatshirt 7610035-81964,mavi,giyim,0.19046903,0.00060224533,0.17647058823529405,0.0,0.0
kiz cocuk giyim,kt - paraşüt pantolon cepli paçaları elastik pamuklu,koton,giyim,0.53883576,0.11279297,0.14925373134328354,0.0,0.0
kiz cocuk giyim,%100 pamuklu 3'lü organik baskılı çıtçıtlı bebek body zıbın,mahfel,giyim,0.38830185,0.024795532,0.1891891891891892,0.0,0.0
kiz cocuk giyim,kız çocukları için leopar desenli baskılı ceket,haha,giyim,0.6180128,0.14807129,0.2580645161290323,0.0,0.0
kiz cocuk giyim,kemer detaylı ekoseli geniş paça pantolon,koton,giyim,0.47294492,0.01763916,0.2142857142857143,0.0,0.0
kiz cocuk giyim,kız çocuk krem fermuarlı basic sweatshirt 50296390-vr071,u.s. polo assn.,giyim,0.77380973,0.89160156,0.19718309859154928,0.0,0.0
kiz cocuk giyim,hellobaby yenidoğan unisex nakışlı kadife patikli tulum unisex,ebebek hello baby,giyim,0.6555707,0.07409668,0.22857142857142862,0.0,0.0
kiz cocuk giyim,boncuk detaylı tişört,mango kids,giyim,0.66985685,0.021118164,0.4444444444444444,0.0,0.0
kiz cocuk giyim,ribana çizgili 2-10 yaş 3'lü atlet set - standart10-11 yaş,civil girls,giyim,0.753652,0.91552734,0.17391304347826092,0.0,0.0
kiz cocuk giyim,kız çocuk kısa boy tayt b5591a825sm,defacto,giyim,0.7464736,0.96728516,0.24,0.0,0.0
kiz cocuk giyim,kız çocuk butterfly baskıli kapşonlu hırka sweatshirt fermuarli lacivert renk,baxia,giyim,0.7382872,0.37646484,0.17391304347826092,0.0,0.0
kiz cocuk giyim,kız çocuk pembe blok renkli örme şort 50306299-vr041,u.s. polo assn.,giyim,0.780936,0.87402344,0.20895522388059704,0.0,0.0
kiz cocuk giyim,kız çocuk 2'li takım baskılı atlet şort e4897a825sm,defacto,giyim,0.78811187,0.95947266,0.18181818181818188,0.0,0.0
kiz cocuk giyim,be yourself be strong be brave baskılı kapüşonlu kız çocuk alt üst eşofman takımı,mışıl kids,giyim,0.6502664,0.92822266,0.1777777777777777,0.0,0.0
kiz cocuk giyim,kız çocuk oversize cherry baskılı şortlu tayt takım,glowes,giyim,0.7761606,0.9692383,0.21212121212121218,0.0,0.0
kiz cocuk giyim,yıldız nakışlı 6-9 yaş pantolon - mavi 9-10 yaş,civil girls,giyim,0.7580008,0.87158203,0.17241379310344826,0.0,0.0
kiz cocuk giyim,leopar desenli kız bebek çocuk alt üst 2'li pijama takım-çok renkli,bubito,giyim,0.5513047,0.94970703,0.19512195121951223,0.0,0.0
kiz cocuk giyim,yanı şeritli 10-13 yaş tayt - siyah 13-14 yaş,civil girls,giyim,0.6832557,0.18261719,0.1785714285714286,0.0,0.0
kiz cocuk giyim,california baskılı v yakalı beyaz gri takım,vestir bien,giyim,0.50740516,0.84472656,0.2758620689655173,0.0,0.0
kiz cocuk giyim,çizgili eşofman takımı %100 pamuk 2-3-4-5 yaş,lamonde,giyim,0.6256465,0.6665039,0.2666666666666667,0.0,0.0
kiz cocuk giyim,puan baskılı 6-9 yaş yelek - gri 8-9 yaş,civil girls,giyim,0.77835375,0.9482422,0.27450980392156865,0.0,0.0
kiz cocuk giyim,kız çocuk krem melanj bisiklet yaka triko elbise 50297201-vr159,u.s. polo assn.,giyim,0.67034775,0.1048584,0.1794871794871794,0.0,0.0
kiz cocuk giyim,logo baskılı kapüşonlu mor sweatshirt 7610035-70586,mavi,giyim,0.28914467,0.0009622574,0.21212121212121218,0.0,0.0
kiz cocuk giyim,petrol fitilli vintage yaka sweat & ispanyol paça pantolon 2li kız çocuk takım,balkabaği,giyim,0.62369,0.96484375,0.1505376344086021,0.0,0.0
kiz cocuk giyim,watercolor bebek alt üst takım,ohlalakoala,giyim,0.58884627,0.94140625,0.1777777777777777,0.0,0.0
hot wheels araba,chrysler pacifica htb93 (2024),hot wheels,anne & bebek & çocuk,0.7890426,0.0051612854,0.21739130434782608,0.0,0.0
cros kask,x1-x seul çene çikarilir matt warrior black yellow white modüler motosiklet kask,sway,otomobil & motosiklet,0.32584846,0.01461792,0.6153846153846154,1.0,0.5
mutfak saati,beyaz renk gold sayılı hediyelik ahşap dekoratif sessiz desenli ev hediyelik duvar saati,aa shop,ev & mobilya,0.22769934,0.0017414093,0.5882352941176471,1.0,0.5
fayans sticker,mutfak tezgah arası kendinden yapışkanlı folyo kaplama mozaik desen 60cmx100cm,bigaimaj,ev & mobilya,0.68848526,0.0011558533,0.17391304347826092,0.0,0.0
stikolin,"sitikolin, dha omega 3 ve b12 (30 kapsül)",sorvagen,süpermarket,0.74089867,0.021362305,0.3265306122448979,0.0,0.0
kız çocuk kazak,4303-079 sweater 4303-bronz,mayoral,giyim,0.017085286,8.8214874e-05,0.1428571428571429,0.0,0.0
organizer sepet,krem kapaklı dolap içi çamaşır oyuncak düzenleyici katlanır kapaklı saklama kutusu 30x30x30,ph prendi home,ev & mobilya,0.6951338,0.9194336,0.16326530612244894,0.0,0.0
organizer sepet,bulut ve ayı desenli kapaksız çok amaçlı düzenleyici oyuncak saklama kutusu 30x30x30,ph prendi home,ev & mobilya,0.7740806,0.9609375,0.16161616161616166,0.0,0.0
atatürk resmi,atatürk cam tablo,no26dekor,ev & mobilya,0.71646595,0.034606934,0.7,0.0,0.5
atatürk resmi,mustafa kemal atatürk zeybek oynayan efe çerçeveli yatay kanvas tablo,sml tablo,ev & mobilya,0.70273066,0.04486084,0.7,0.0,0.5
baharatlık standı,seha pleksi merdiven raf 3 mm 45cm genişlik 3 katlı stand,seha design,ev & mobilya,0.69498587,0.0015850067,0.3055555555555556,0.8,0.5
baharatlık standı,pleksi şeffaf merdiven sergileme standı 25 cm - ddlc-217,bubistudios,ev & mobilya,0.016200168,8.094311e-05,0.5217391304347826,1.0,0.5
uni,posca pc-17k boyama markörü 15 mm kesik uç siyah,uni,kırtasiye & ofis malzemeleri,0.7359911,0.053100586,0.0392156862745098,0.0,0.0
penti ev terliği,renkli soft terlik,penti,ayakkabı,0.17166473,0.84765625,0.5294117647058824,0.4,0.5
tessetür takım,basic balonkol triko takım,knitical tekstil,giyim,0.54516935,0.039123535,0.5263157894736842,1.0,0.5
sürücü ekipmanları,"led göz maskeli akıllı sırt çantası – sert kasa, 10.000 mah powerbank hediyeli",zampago,otomobil & motosiklet,0.5714433,0.059326172,0.2083333333333333,0.0,0.0
sürücü ekipmanları,evo 2.0 mini 9lt siyah sirt çantasi,kdnz,otomobil & motosiklet,0.41688928,0.06561279,0.2264150943396227,0.0,0.0
krampon,"italy pelmo stx waterproof vibram 2,8 mm deri erkek bot frango yarı otomatik krampon uygun",lomer,ayakkabı,0.57177544,0.020645142,1.0,1.0,1.0
yatak odası led işık,"yuvarlak kumandalı 3 renk aydınlatmalı tavan ofis avizesi, lineer aydınlatma,salon avizesi,plafonyer",ledmi lighting,ev & mobilya,0.51662797,0.44458008,0.23333333333333328,0.0,0.0
yatak odası led işık,led işıklı kişiye özel yazılar dekoratif tablo duvar dekorlu gece lambası,lucenda,ev & mobilya,0.63002354,0.9838867,0.3440860215053763,0.8,0.5
twigy panduf,bej kadın ev terliği,twigy,ayakkabı,0.42521158,0.024230957,0.3125,0.0,0.0
şerbetlik,cam damacana limonata su sebili  şerbetlik 6 l,perotti,elektronik,0.7191628,0.060760498,1.0,1.0,1.0
şerbetlik,mika şerbetlik limonatalık su sebili 4 litre,ness avm,elektronik,0.6263964,0.07824707,1.0,1.0,1.0
kilit,30 cm yayli sürgü,endüstri market,banyo yapı & hırdavat,0.7803099,0.00019264221,0.18181818181818188,0.0,0.0
kilit,164 sm sistem madallı bilyalı barel 3 anahtar 68mm çelik kapı göbeği sm001,kale kilit,banyo yapı & hırdavat,0.74515975,0.053985596,0.1012658227848101,0.0,0.0
şarjlı saç sakal traş makinesi,multigroom series 7000 mg7930/15 erkek bakım seti,philips,elektronik,0.6483838,0.79345703,0.2531645569620254,0.0,0.0
şarjlı saç sakal traş makinesi,assist tiraş makinesi,goldmaster,elektronik,0.0016576935,7.724762e-05,0.6274509803921569,1.0,0.2
şarjlı saç sakal traş makinesi,erkek bakım seti tıraş makinesi 2023 model,xiaomi,elektronik,0.74870896,0.9814453,0.5277777777777778,1.0,0.2
masa kalemlik,imosas antik yunan sütun mitolojik kalemlik,imosas pazarlama,kırtasiye & ofis malzemeleri,0.63054264,0.8774414,0.7619047619047619,1.0,0.5
slazenger saat,fssl.09.2189.1.02 çelik kordon kararma renk atma yapmaz 5 atm su geçirmez doğaltaş bileklik hediye,slazenger,aksesuar,0.77841496,0.00044584274,0.1785714285714286,0.0,0.0
sun,solingen cobalt tırnak pensi paslanmaz bileyli,sun,kozmetik & kişisel bakım,0.7034533,0.19042969,0.08163265306122454,0.0,0.0
sun,2si1 arada uv led kurutucu jel tips 268 watt 57 led,sun,kozmetik & kişisel bakım,0.77977496,0.12902832,0.08,0.0,0.0
sun,x21 max uv led kurutucu 320 watt 72 led tırnak oje jel kurutucu,sun,kozmetik & kişisel bakım,0.4698658,0.11553955,0.07547169811320757,0.0,0.0
sun,2 adet lastikli toz torbası yedek - 3 fanlı toz makinası uyumlu,sun,kozmetik & kişisel bakım,0.43673143,0.10247803,0.06451612903225808,0.0,0.0
sun,c4 plus 256 watt 57 led uv led kalıcı oje protez tırnak kurutucu lamba,sun,kozmetik & kişisel bakım,0.6922975,0.16137695,0.057971014492753596,0.0,0.0
sun,şarjlı tırnak toz toplama makinesi 80 watt kablosuz toz toplayıcı makine,sun,kozmetik & kişisel bakım,0.72746825,0.07421875,0.08450704225352113,0.0,0.0
çiçek buketi,hediyelik çiçek sevgiliye özel hediye gül kutu pembe doğum günü sepeti kız arkadaşa sevgili anneye,capsule,hobi & eğlence,0.7040596,0.00064849854,0.5882352941176471,0.0,0.5
çiçek buketi,71 li kiz isteme çiçeği,cloudhome,süpermarket,0.5314334,0.9741211,0.4,0.0,0.0
çiçek buketi,gelin buketi laleli gala 2li set model8,yapay çiçek deposu,hobi & eğlence,0.046971273,0.0003683567,0.6666666666666665,1.0,1.0
mozaik,sanatsal mozaik çalışmalarınız için 12x12 mm - kare cam mozaik taşı (100 gr),zen mozaik,kırtasiye & ofis malzemeleri,0.40442348,0.020095825,1.0,1.0,1.0
mozaik,mavi damla cam mozaik taşı (150 adet 500 gr),atölye öğretmenim,banyo yapı & hırdavat,0.5526233,0.085998535,1.0,1.0,1.0
mozaik,sanatsal mozaik çalışmalarınız için 20x20 mm (2 x 2 cm) renkli cam mozaik taşı,zen mozaik,kırtasiye & ofis malzemeleri,0.73278856,0.043701172,1.0,1.0,1.0
mozaik,sanatsal mozaik çalışmalarınız için 8 x 8 mm - kare cam mozaik taşı,zen mozaik,kırtasiye & ofis malzemeleri,0.68784976,0.041229248,1.0,1.0,1.0
mozaik,mermer desenli cam mozaik taşı (1adet file) 30*30 cm,atölye öğretmenim,banyo yapı & hırdavat,0.26231077,0.049224854,1.0,1.0,1.0
mozaik,doğal taşlı mozaik işlemeli gümüş kolye 6840,sümer telkari,aksesuar,0.5093771,0.016525269,1.0,1.0,1.0
mozaik,sanatsal mozaik çalışmalarınız için 12x 12 mm kare - sedefli  cam mozaik taşı (200 gr),zen mozaik,kırtasiye & ofis malzemeleri,0.61375016,0.072753906,1.0,1.0,1.0
mozaik,sanatsal mozaik çalışmalarınız için 25 x25 mm - kare cam mozaik taşı,zen mozaik,kırtasiye & ofis malzemeleri,0.6791384,0.032409668,1.0,1.0,1.0
mozaik,antik mozaik işlemeli sedef taşlı gümüş küpe 6068,sümer telkari,aksesuar,0.75563246,0.11578369,1.0,1.0,1.0
mozaik,cam mozaik taşı ( 1 adet file )27*5. 26.5,atölye öğretmenim,banyo yapı & hırdavat,0.38290644,0.023956299,1.0,1.0,1.0
balkon aksesuarları,"mini kamp sobasi ,mangal ,ateş cukuru",alevra,bahçe & elektrikli el aletleri,0.020126818,7.7843666e-05,0.2857142857142857,0.0,0.0
michael kors çanta,halley 32f1g2hc1b,michael kors,aksesuar,0.78619164,0.016921997,0.22857142857142862,0.0,0.0
kadın bijuteri şahmeran,zirkon taşlı üçgen model gümüş renk el aksesuarı,pop up store,aksesuar,0.7761869,0.013328552,0.2816901408450704,0.0,0.0
kadın bijuteri şahmeran,14k altın kaplama kılçık zincir el aksesı ve bacak aksesuarı set,pop up store,aksesuar,0.7316535,0.013221741,0.2758620689655173,0.0,0.0
oyuncak yemek takımı,set cocuk yemek takimi 20 parça kovada,polesie,anne & bebek & çocuk,0.68413126,0.019424438,0.48275862068965514,0.0,0.3333333333333333
cam yağdanlık,leafy 2 li yaglik sirkelik 380 cc metal kapakli,paşabahçe,ev & mobilya,0.77059966,0.029373169,0.2666666666666667,0.0,0.0
kulaklıl,bluetooth kulaklık kulak içi tws kablosuz kulaklık g70 mor,torima,elektronik,0.646446,0.0647583,0.2456140350877193,0.4,1.0
altın kolye,beyaz doğal taşlı kolye ucu ve zinciri,güler kuyumculuk,aksesuar,0.7567655,0.035491943,0.625,1.0,1.0
koton abiye elbise,mini dress,koton,giyim,0.53554,0.00017678738,0.2857142857142857,0.0,0.0
bayar gold altın küpe,14 ayar altın taşlı kalp sallantılı tragus piercing,bayar gold,aksesuar,0.47656032,0.00014317036,0.41666666666666663,0.0,0.0
bayar gold altın küpe,14 ayar altın taşlı deniz yıldızı tragus piercing,bayar gold,aksesuar,0.72887766,0.0005335808,0.42857142857142855,0.0,0.0
bayar gold altın küpe,14 ayar altın kelebek tragus piercing,bayar gold,aksesuar,0.6550895,0.00020182133,0.5172413793103449,0.0,0.0
asics koşu ayakkabısı,gel-trabuco 13 kadın gri-pembe outdoor koşu ayakkabısı 1012b768-800,asics,ayakkabı,0.5245364,0.8232422,0.8333333333333333,1.0,1.0
asics koşu ayakkabısı,gel-kayano 14 erkek beyaz haki sneaker 1201a019-107,asics,ayakkabı,0.038678467,0.00031256676,0.25,0.0,0.0
asics koşu ayakkabısı,gel-1130 unisex dark green sneakers 1203a610-300,asics,ayakkabı,0.0034576473,9.030104e-05,0.23188405797101452,0.0,0.0
asics koşu ayakkabısı,gel-1130 günlük spor ayakkabı beyaz,asics,ayakkabı,0.35090685,0.09655762,0.39285714285714285,0.4,0.5
